"ABUNDANCE","BIOMASS","GENUS_SPECIES","SAMPLE_DESC","PLOT","LATITUDE","LONGITUDE","DAY","MONTH","YEAR"
"1","50.3","Acer saccharum","46.92_-88.026_7100/0/687_2009","7100/0/687","46.920000","-88.026000","1","1","2009"
"1","21","Acer saccharum","46.92_-88.026_7100/0/688_1962","7100/0/688","46.920000","-88.026000","1","1","1962"
"1","21.5","Acer saccharum","46.92_-88.026_7100/0/688_1967","7100/0/688","46.920000","-88.026000","1","1","1967"
"1","23.7","Acer saccharum","46.92_-88.026_7100/0/688_1989","7100/0/688","46.920000","-88.026000","1","1","1989"
"1","24.4","Acer saccharum","46.92_-88.026_7100/0/688_1994","7100/0/688","46.920000","-88.026000","1","1","1994"
"1","24.6","Acer saccharum","46.92_-88.026_7100/0/688_1999","7100/0/688","46.920000","-88.026000","1","1","1999"
"1","24.6","Acer saccharum","46.92_-88.026_7100/0/688_2004","7100/0/688","46.920000","-88.026000","1","1","2004"
"1","24.8","Acer saccharum","46.92_-88.026_7100/0/688_2009","7100/0/688","46.920000","-88.026000","1","1","2009"
"1","14.4","Acer saccharum","46.92_-88.026_7100/0/690_1989","7100/0/690","46.920000","-88.026000","1","1","1989"
"1","14.4","Acer saccharum","46.92_-88.026_7100/1/690_1994","7100/1/690","46.920000","-88.026000","1","1","1994"
"1","37.3","Acer saccharum","46.92_-88.026_7100/0/691_1962","7100/0/691","46.920000","-88.026000","1","1","1962"
"1","38.1","Acer saccharum","46.92_-88.026_7100/0/691_1967","7100/0/691","46.920000","-88.026000","1","1","1967"
"1","41.2","Acer saccharum","46.92_-88.026_7100/0/691_1989","7100/0/691","46.920000","-88.026000","1","1","1989"
"1","41.3","Acer saccharum","46.92_-88.026_7100/0/691_1994","7100/0/691","46.920000","-88.026000","1","1","1994"
"1","41.9","Acer saccharum","46.92_-88.026_7100/0/691_1999","7100/0/691","46.920000","-88.026000","1","1","1999"
"1","42.5","Acer saccharum","46.92_-88.026_7100/0/691_2004","7100/0/691","46.920000","-88.026000","1","1","2004"
"1","43.6","Acer saccharum","46.92_-88.026_7100/0/691_2009","7100/0/691","46.920000","-88.026000","1","1","2009"
"1","41.6","Acer saccharum","46.92_-88.026_7100/0/693_1962","7100/0/693","46.920000","-88.026000","1","1","1962"
"1","43.4","Acer saccharum","46.92_-88.026_7100/0/693_1967","7100/0/693","46.920000","-88.026000","1","1","1967"
"1","50.7","Acer saccharum","46.92_-88.026_7100/0/693_1989","7100/0/693","46.920000","-88.026000","1","1","1989"
"1","52","Acer saccharum","46.92_-88.026_7100/0/693_1994","7100/0/693","46.920000","-88.026000","1","1","1994"
"1","52.8","Acer saccharum","46.92_-88.026_7100/0/693_1999","7100/0/693","46.920000","-88.026000","1","1","1999"
"1","53.1","Acer saccharum","46.92_-88.026_7100/0/693_2004","7100/0/693","46.920000","-88.026000","1","1","2004"
"1","54.6","Acer saccharum","46.92_-88.026_7100/0/693_2009","7100/0/693","46.920000","-88.026000","1","1","2009"
"1","18.2","Acer saccharum","46.92_-88.026_7100/0/694_1962","7100/0/694","46.920000","-88.026000","1","1","1962"
"1","18.7","Acer saccharum","46.92_-88.026_7100/0/694_1967","7100/0/694","46.920000","-88.026000","1","1","1967"
"1","19.8","Acer saccharum","46.92_-88.026_7100/0/694_1989","7100/0/694","46.920000","-88.026000","1","1","1989"
"1","19.8","Acer saccharum","46.92_-88.026_7100/0/694_1994","7100/0/694","46.920000","-88.026000","1","1","1994"
"1","19.8","Acer saccharum","46.92_-88.026_7100/0/694_1999","7100/0/694","46.920000","-88.026000","1","1","1999"
"1","19.9","Acer saccharum","46.92_-88.026_7100/0/694_2004","7100/0/694","46.920000","-88.026000","1","1","2004"
"1","20.2","Acer saccharum","46.92_-88.026_7100/0/694_2009","7100/0/694","46.920000","-88.026000","1","1","2009"
"1","16.2","Acer saccharum","46.92_-88.026_7100/0/695_1989","7100/0/695","46.920000","-88.026000","1","1","1989"
"1","16.2","Acer saccharum","46.92_-88.026_7100/1/695_1994","7100/1/695","46.920000","-88.026000","1","1","1994"
"1","13.7","Acer saccharum","46.92_-88.026_7100/0/696_1962","7100/0/696","46.920000","-88.026000","1","1","1962"
"1","14.2","Acer saccharum","46.92_-88.026_7100/0/696_1967","7100/0/696","46.920000","-88.026000","1","1","1967"
"1","15.2","Acer saccharum","46.92_-88.026_7100/0/696_1994","7100/0/696","46.920000","-88.026000","1","1","1994"
"1","15.3","Acer saccharum","46.92_-88.026_7100/0/696_1989","7100/0/696","46.920000","-88.026000","1","1","1989"
"1","15.3","Acer saccharum","46.92_-88.026_7100/0/696_1999","7100/0/696","46.920000","-88.026000","1","1","1999"
"1","15.8","Acer saccharum","46.92_-88.026_7100/0/696_2004","7100/0/696","46.920000","-88.026000","1","1","2004"
"1","16","Acer saccharum","46.92_-88.026_7100/0/696_2009","7100/0/696","46.920000","-88.026000","1","1","2009"
"1","43.6","Acer saccharum","46.92_-88.026_7100/0/697_1962","7100/0/697","46.920000","-88.026000","1","1","1962"
"1","45.2","Acer saccharum","46.92_-88.026_7100/0/697_1967","7100/0/697","46.920000","-88.026000","1","1","1967"
"1","53.7","Acer saccharum","46.92_-88.026_7100/0/697_1989","7100/0/697","46.920000","-88.026000","1","1","1989"
"1","56","Acer saccharum","46.92_-88.026_7100/0/697_1994","7100/0/697","46.920000","-88.026000","1","1","1994"
"1","58.8","Acer saccharum","46.92_-88.026_7100/0/697_1999","7100/0/697","46.920000","-88.026000","1","1","1999"
"1","61","Acer saccharum","46.92_-88.026_7100/0/697_2004","7100/0/697","46.920000","-88.026000","1","1","2004"
"1","66","Acer saccharum","46.92_-88.026_7100/0/697_2009","7100/0/697","46.920000","-88.026000","1","1","2009"
"1","8.8","Acer saccharum","46.92_-88.026_7100/0/698_1989","7100/0/698","46.920000","-88.026000","1","1","1989"
"1","8.8","Acer saccharum","46.92_-88.026_7100/0/698_1994","7100/0/698","46.920000","-88.026000","1","1","1994"
"1","8.8","Acer saccharum","46.92_-88.026_7100/0/698_1999","7100/0/698","46.920000","-88.026000","1","1","1999"
"1","9.1","Acer saccharum","46.92_-88.026_7100/0/698_2004","7100/0/698","46.920000","-88.026000","1","1","2004"
"1","9.2","Acer saccharum","46.92_-88.026_7100/0/698_2009","7100/0/698","46.920000","-88.026000","1","1","2009"
"1","18.2","Acer saccharum","46.92_-88.026_7100/0/699_1962","7100/0/699","46.920000","-88.026000","1","1","1962"
"1","19","Acer saccharum","46.92_-88.026_7100/0/699_1967","7100/0/699","46.920000","-88.026000","1","1","1967"
"1","19.6","Acer saccharum","46.92_-88.026_7100/0/699_1989","7100/0/699","46.920000","-88.026000","1","1","1989"
"1","19.8","Acer saccharum","46.92_-88.026_7100/0/699_1994","7100/0/699","46.920000","-88.026000","1","1","1994"
"1","19.8","Acer saccharum","46.92_-88.026_7100/0/699_1999","7100/0/699","46.920000","-88.026000","1","1","1999"
"1","20.5","Acer saccharum","46.92_-88.026_7100/0/699_2004","7100/0/699","46.920000","-88.026000","1","1","2004"
"1","20.7","Acer saccharum","46.92_-88.026_7100/0/699_2009","7100/0/699","46.920000","-88.026000","1","1","2009"
"1","40.8","Acer saccharum","46.92_-88.026_7100/0/701_1962","7100/0/701","46.920000","-88.026000","1","1","1962"
"1","41.9","Acer saccharum","46.92_-88.026_7100/0/701_1967","7100/0/701","46.920000","-88.026000","1","1","1967"
"1","44.7","Acer saccharum","46.92_-88.026_7100/0/701_1989","7100/0/701","46.920000","-88.026000","1","1","1989"
"1","45.1","Acer saccharum","46.92_-88.026_7100/0/701_1999","7100/0/701","46.920000","-88.026000","1","1","1999"
"1","45.4","Acer saccharum","46.92_-88.026_7100/0/701_1994","7100/0/701","46.920000","-88.026000","1","1","1994"
"1","45.8","Acer saccharum","46.92_-88.026_7100/0/701_2004","7100/0/701","46.920000","-88.026000","1","1","2004"
"1","45.9","Acer saccharum","46.92_-88.026_7100/0/701_2009","7100/0/701","46.920000","-88.026000","1","1","2009"
"1","46.7","Acer saccharum","46.92_-88.026_7100/0/703_1962","7100/0/703","46.920000","-88.026000","1","1","1962"
"1","48.2","Acer saccharum","46.92_-88.026_7100/0/703_1967","7100/0/703","46.920000","-88.026000","1","1","1967"
"1","57.2","Acer saccharum","46.92_-88.026_7100/0/703_1989","7100/0/703","46.920000","-88.026000","1","1","1989"
"1","59.9","Acer saccharum","46.92_-88.026_7100/0/703_1994","7100/0/703","46.920000","-88.026000","1","1","1994"
"1","60.4","Acer saccharum","46.92_-88.026_7100/0/703_1999","7100/0/703","46.920000","-88.026000","1","1","1999"
"1","61.9","Acer saccharum","46.92_-88.026_7100/0/703_2004","7100/0/703","46.920000","-88.026000","1","1","2004"
"1","63.5","Acer saccharum","46.92_-88.026_7100/0/703_2009","7100/0/703","46.920000","-88.026000","1","1","2009"
"1","42.9","Acer saccharum","46.92_-88.026_7100/0/706_1962","7100/0/706","46.920000","-88.026000","1","1","1962"
"1","44.7","Acer saccharum","46.92_-88.026_7100/0/706_1967","7100/0/706","46.920000","-88.026000","1","1","1967"
"1","51.7","Acer saccharum","46.92_-88.026_7100/0/706_1989","7100/0/706","46.920000","-88.026000","1","1","1989"
"1","53.7","Acer saccharum","46.92_-88.026_7100/0/706_1994","7100/0/706","46.920000","-88.026000","1","1","1994"
"1","54.9","Acer saccharum","46.92_-88.026_7100/0/706_1999","7100/0/706","46.920000","-88.026000","1","1","1999"
"1","56.5","Acer saccharum","46.92_-88.026_7100/0/706_2004","7100/0/706","46.920000","-88.026000","1","1","2004"
"1","58","Acer saccharum","46.92_-88.026_7100/0/706_2009","7100/0/706","46.920000","-88.026000","1","1","2009"
"1","33.7","Acer saccharum","46.92_-88.026_7100/0/707_1962","7100/0/707","46.920000","-88.026000","1","1","1962"
"1","34.7","Acer saccharum","46.92_-88.026_7100/0/707_1967","7100/0/707","46.920000","-88.026000","1","1","1967"
"1","39.1","Acer saccharum","46.92_-88.026_7100/0/707_1989","7100/0/707","46.920000","-88.026000","1","1","1989"
"1","40.1","Acer saccharum","46.92_-88.026_7100/0/707_1994","7100/0/707","46.920000","-88.026000","1","1","1994"
"1","40.4","Acer saccharum","46.92_-88.026_7100/0/707_1999","7100/0/707","46.920000","-88.026000","1","1","1999"
"1","41.4","Acer saccharum","46.92_-88.026_7100/0/707_2004","7100/0/707","46.920000","-88.026000","1","1","2004"
"1","41.9","Acer saccharum","46.92_-88.026_7100/0/707_2009","7100/0/707","46.920000","-88.026000","1","1","2009"
"1","50.2","Acer saccharum","46.92_-88.026_7100/0/710_1962","7100/0/710","46.920000","-88.026000","1","1","1962"
"1","51.5","Acer saccharum","46.92_-88.026_7100/0/710_1967","7100/0/710","46.920000","-88.026000","1","1","1967"
"1","58.3","Acer saccharum","46.92_-88.026_7100/0/710_1989","7100/0/710","46.920000","-88.026000","1","1","1989"
"1","59.7","Acer saccharum","46.92_-88.026_7100/0/710_1994","7100/0/710","46.920000","-88.026000","1","1","1994"
"1","59.8","Acer saccharum","46.92_-88.026_7100/0/710_1999","7100/0/710","46.920000","-88.026000","1","1","1999"
"1","60.3","Acer saccharum","46.92_-88.026_7100/0/710_2004","7100/0/710","46.920000","-88.026000","1","1","2004"
"1","62.2","Acer saccharum","46.92_-88.026_7100/0/710_2009","7100/0/710","46.920000","-88.026000","1","1","2009"
"1","64.5","Acer saccharum","46.92_-88.026_7100/0/711_1962","7100/0/711","46.920000","-88.026000","1","1","1962"
"1","65.5","Acer saccharum","46.92_-88.026_7100/0/711_1967","7100/0/711","46.920000","-88.026000","1","1","1967"
"1","73.2","Acer saccharum","46.92_-88.026_7100/0/711_1989","7100/0/711","46.920000","-88.026000","1","1","1989"
"1","73.7","Acer saccharum","46.92_-88.026_7100/0/711_1994","7100/0/711","46.920000","-88.026000","1","1","1994"
"1","74.1","Acer saccharum","46.92_-88.026_7100/0/711_1999","7100/0/711","46.920000","-88.026000","1","1","1999"
"1","75.4","Acer saccharum","46.92_-88.026_7100/0/711_2009","7100/0/711","46.920000","-88.026000","1","1","2009"
"1","75.5","Acer saccharum","46.92_-88.026_7100/0/711_2004","7100/0/711","46.920000","-88.026000","1","1","2004"
"1","36.8","Acer saccharum","46.92_-88.026_7101/0/716_1962","7101/0/716","46.920000","-88.026000","1","1","1962"
"1","38.1","Acer saccharum","46.92_-88.026_7101/0/716_1967","7101/0/716","46.920000","-88.026000","1","1","1967"
"1","44.3","Acer saccharum","46.92_-88.026_7101/0/716_1989","7101/0/716","46.920000","-88.026000","1","1","1989"
"1","45.8","Acer saccharum","46.92_-88.026_7101/0/716_1994","7101/0/716","46.920000","-88.026000","1","1","1994"
"1","47.5","Acer saccharum","46.92_-88.026_7101/0/716_1999","7101/0/716","46.920000","-88.026000","1","1","1999"
"1","48.4","Acer saccharum","46.92_-88.026_7101/0/716_2004","7101/0/716","46.920000","-88.026000","1","1","2004"
"1","50.1","Acer saccharum","46.92_-88.026_7101/0/716_2009","7101/0/716","46.920000","-88.026000","1","1","2009"
"1","8.7","Acer saccharum","46.92_-88.026_7101/0/719_1989","7101/0/719","46.920000","-88.026000","1","1","1989"
"1","9","Acer saccharum","46.92_-88.026_7101/0/719_1994","7101/0/719","46.920000","-88.026000","1","1","1994"
"1","9.7","Acer saccharum","46.92_-88.026_7101/0/719_1999","7101/0/719","46.920000","-88.026000","1","1","1999"
"1","9.7","Acer saccharum","46.92_-88.026_7101/1/719_2004","7101/1/719","46.920000","-88.026000","1","1","2004"
"1","42.9","Acer saccharum","46.92_-88.026_7101/0/720_1962","7101/0/720","46.920000","-88.026000","1","1","1962"
"1","44.7","Acer saccharum","46.92_-88.026_7101/0/720_1967","7101/0/720","46.920000","-88.026000","1","1","1967"
"1","51.4","Acer saccharum","46.92_-88.026_7101/0/720_1989","7101/0/720","46.920000","-88.026000","1","1","1989"
"1","52.6","Acer saccharum","46.92_-88.026_7101/0/720_1994","7101/0/720","46.920000","-88.026000","1","1","1994"
"1","53.8","Acer saccharum","46.92_-88.026_7101/0/720_1999","7101/0/720","46.920000","-88.026000","1","1","1999"
"1","54.9","Acer saccharum","46.92_-88.026_7101/0/720_2004","7101/0/720","46.920000","-88.026000","1","1","2004"
"1","56.4","Acer saccharum","46.92_-88.026_7101/0/720_2009","7101/0/720","46.920000","-88.026000","1","1","2009"
"1","18.2","Acer saccharum","46.92_-88.026_7101/0/721_1962","7101/0/721","46.920000","-88.026000","1","1","1962"
"1","18.5","Acer saccharum","46.92_-88.026_7101/0/721_1967","7101/0/721","46.920000","-88.026000","1","1","1967"
"1","19.9","Acer saccharum","46.92_-88.026_7101/0/721_1989","7101/0/721","46.920000","-88.026000","1","1","1989"
"1","20.1","Acer saccharum","46.92_-88.026_7101/0/721_1994","7101/0/721","46.920000","-88.026000","1","1","1994"
"1","20.8","Acer saccharum","46.92_-88.026_7101/0/721_1999","7101/0/721","46.920000","-88.026000","1","1","1999"
"1","21.1","Acer saccharum","46.92_-88.026_7101/0/721_2004","7101/0/721","46.920000","-88.026000","1","1","2004"
"1","21.1","Acer saccharum","46.92_-88.026_7101/1/721_2009","7101/1/721","46.920000","-88.026000","1","1","2009"
"1","40.1","Acer saccharum","46.92_-88.026_7101/0/722_1962","7101/0/722","46.920000","-88.026000","1","1","1962"
"1","40.8","Acer saccharum","46.92_-88.026_7101/0/722_1967","7101/0/722","46.920000","-88.026000","1","1","1967"
"1","43.9","Acer saccharum","46.92_-88.026_7101/0/722_1989","7101/0/722","46.920000","-88.026000","1","1","1989"
"1","44.8","Acer saccharum","46.92_-88.026_7101/0/722_1994","7101/0/722","46.920000","-88.026000","1","1","1994"
"1","45.2","Acer saccharum","46.92_-88.026_7101/0/722_1999","7101/0/722","46.920000","-88.026000","1","1","1999"
"1","45.6","Acer saccharum","46.92_-88.026_7101/0/722_2004","7101/0/722","46.920000","-88.026000","1","1","2004"
"1","46.3","Acer saccharum","46.92_-88.026_7101/0/722_2009","7101/0/722","46.920000","-88.026000","1","1","2009"
"1","25.1","Acer saccharum","46.92_-88.026_7101/0/723_1962","7101/0/723","46.920000","-88.026000","1","1","1962"
"1","25.6","Acer saccharum","46.92_-88.026_7101/0/723_1967","7101/0/723","46.920000","-88.026000","1","1","1967"
"1","28.1","Acer saccharum","46.92_-88.026_7101/0/723_1989","7101/0/723","46.920000","-88.026000","1","1","1989"
"1","28.5","Acer saccharum","46.92_-88.026_7101/0/723_1994","7101/0/723","46.920000","-88.026000","1","1","1994"
"1","28.9","Acer saccharum","46.92_-88.026_7101/0/723_1999","7101/0/723","46.920000","-88.026000","1","1","1999"
"1","29.3","Acer saccharum","46.92_-88.026_7101/0/723_2004","7101/0/723","46.920000","-88.026000","1","1","2004"
"1","30.2","Acer saccharum","46.92_-88.026_7101/0/723_2009","7101/0/723","46.920000","-88.026000","1","1","2009"
"1","46.4","Acer saccharum","46.92_-88.026_7101/0/724_1962","7101/0/724","46.920000","-88.026000","1","1","1962"
"1","48","Acer saccharum","46.92_-88.026_7101/0/724_1967","7101/0/724","46.920000","-88.026000","1","1","1967"
"1","54.1","Acer saccharum","46.92_-88.026_7101/0/724_1989","7101/0/724","46.920000","-88.026000","1","1","1989"
"1","55.7","Acer saccharum","46.92_-88.026_7101/0/724_1994","7101/0/724","46.920000","-88.026000","1","1","1994"
"1","57.7","Acer saccharum","46.92_-88.026_7101/0/724_1999","7101/0/724","46.920000","-88.026000","1","1","1999"
"1","59.3","Acer saccharum","46.92_-88.026_7101/0/724_2004","7101/0/724","46.920000","-88.026000","1","1","2004"
"1","61.9","Acer saccharum","46.92_-88.026_7101/0/724_2009","7101/0/724","46.920000","-88.026000","1","1","2009"
"1","57.6","Acer saccharum","46.92_-88.026_7101/0/725_1962","7101/0/725","46.920000","-88.026000","1","1","1962"
"1","58.9","Acer saccharum","46.92_-88.026_7101/0/725_1967","7101/0/725","46.920000","-88.026000","1","1","1967"
"1","65.6","Acer saccharum","46.92_-88.026_7101/0/725_1989","7101/0/725","46.920000","-88.026000","1","1","1989"
"1","66.2","Acer saccharum","46.92_-88.026_7101/0/725_1994","7101/0/725","46.920000","-88.026000","1","1","1994"
"1","66.4","Acer saccharum","46.92_-88.026_7101/0/725_1999","7101/0/725","46.920000","-88.026000","1","1","1999"
"1","66.4","Acer saccharum","46.92_-88.026_7101/1/725_2004","7101/1/725","46.920000","-88.026000","1","1","2004"
"1","50","Acer saccharum","46.92_-88.026_7101/0/726_1962","7101/0/726","46.920000","-88.026000","1","1","1962"
"1","50.5","Acer saccharum","46.92_-88.026_7101/0/726_1967","7101/0/726","46.920000","-88.026000","1","1","1967"
"1","54.6","Acer saccharum","46.92_-88.026_7101/0/726_1989","7101/0/726","46.920000","-88.026000","1","1","1989"
"1","55.7","Acer saccharum","46.92_-88.026_7101/0/726_1994","7101/0/726","46.920000","-88.026000","1","1","1994"
"1","56.9","Acer saccharum","46.92_-88.026_7101/0/726_1999","7101/0/726","46.920000","-88.026000","1","1","1999"
"1","59","Acer saccharum","46.92_-88.026_7101/0/726_2004","7101/0/726","46.920000","-88.026000","1","1","2004"
"1","62","Acer saccharum","46.92_-88.026_7101/0/726_2009","7101/0/726","46.920000","-88.026000","1","1","2009"
"1","21.3","Acer saccharum","46.92_-88.026_7101/0/729_1962","7101/0/729","46.920000","-88.026000","1","1","1962"
"1","22.6","Acer saccharum","46.92_-88.026_7101/0/729_1967","7101/0/729","46.920000","-88.026000","1","1","1967"
"1","25.5","Acer saccharum","46.92_-88.026_7101/0/729_1989","7101/0/729","46.920000","-88.026000","1","1","1989"
"1","26","Acer saccharum","46.92_-88.026_7101/0/729_1994","7101/0/729","46.920000","-88.026000","1","1","1994"
"1","26.8","Acer saccharum","46.92_-88.026_7101/0/729_1999","7101/0/729","46.920000","-88.026000","1","1","1999"
"1","26.9","Acer saccharum","46.92_-88.026_7101/0/729_2004","7101/0/729","46.920000","-88.026000","1","1","2004"
"1","28.1","Acer saccharum","46.92_-88.026_7101/0/729_2009","7101/0/729","46.920000","-88.026000","1","1","2009"
"1","27.6","Acer saccharum","46.92_-88.026_7101/0/730_1962","7101/0/730","46.920000","-88.026000","1","1","1962"
"1","28.4","Acer saccharum","46.92_-88.026_7101/0/730_1967","7101/0/730","46.920000","-88.026000","1","1","1967"
"1","29.1","Acer saccharum","46.92_-88.026_7101/0/730_1989","7101/0/730","46.920000","-88.026000","1","1","1989"
"1","30.3","Acer saccharum","46.92_-88.026_7101/0/730_1994","7101/0/730","46.920000","-88.026000","1","1","1994"
"1","30.6","Acer saccharum","46.92_-88.026_7101/0/730_1999","7101/0/730","46.920000","-88.026000","1","1","1999"
"1","31.7","Acer saccharum","46.92_-88.026_7101/0/730_2004","7101/0/730","46.920000","-88.026000","1","1","2004"
"1","33.3","Acer saccharum","46.92_-88.026_7101/0/730_2009","7101/0/730","46.920000","-88.026000","1","1","2009"
"1","46.2","Acer saccharum","46.92_-88.026_7101/0/731_1962","7101/0/731","46.920000","-88.026000","1","1","1962"
"1","48","Acer saccharum","46.92_-88.026_7101/0/731_1967","7101/0/731","46.920000","-88.026000","1","1","1967"
"1","55.3","Acer saccharum","46.92_-88.026_7101/0/731_1989","7101/0/731","46.920000","-88.026000","1","1","1989"
"1","56.9","Acer saccharum","46.92_-88.026_7101/0/731_1994","7101/0/731","46.920000","-88.026000","1","1","1994"
"1","59.2","Acer saccharum","46.92_-88.026_7101/0/731_1999","7101/0/731","46.920000","-88.026000","1","1","1999"
"1","60.4","Acer saccharum","46.92_-88.026_7101/0/731_2004","7101/0/731","46.920000","-88.026000","1","1","2004"
"1","63","Acer saccharum","46.92_-88.026_7101/0/731_2009","7101/0/731","46.920000","-88.026000","1","1","2009"
"1","24.3","Acer saccharum","46.92_-88.026_7101/0/732_1962","7101/0/732","46.920000","-88.026000","1","1","1962"
"1","25.1","Acer saccharum","46.92_-88.026_7101/0/732_1967","7101/0/732","46.920000","-88.026000","1","1","1967"
"1","28.1","Acer saccharum","46.92_-88.026_7101/0/732_1989","7101/0/732","46.920000","-88.026000","1","1","1989"
"1","28.4","Acer saccharum","46.92_-88.026_7101/0/732_1994","7101/0/732","46.920000","-88.026000","1","1","1994"
"1","29.7","Acer saccharum","46.92_-88.026_7101/0/732_1999","7101/0/732","46.920000","-88.026000","1","1","1999"
"1","30.8","Acer saccharum","46.92_-88.026_7101/0/732_2004","7101/0/732","46.920000","-88.026000","1","1","2004"
"1","32.7","Acer saccharum","46.92_-88.026_7101/0/732_2009","7101/0/732","46.920000","-88.026000","1","1","2009"
"1","15.2","Acer saccharum","46.92_-88.026_7101/0/733_1962","7101/0/733","46.920000","-88.026000","1","1","1962"
"1","15.7","Acer saccharum","46.92_-88.026_7101/0/733_1967","7101/0/733","46.920000","-88.026000","1","1","1967"
"1","16.9","Acer saccharum","46.92_-88.026_7101/0/733_1989","7101/0/733","46.920000","-88.026000","1","1","1989"
"1","17.2","Acer saccharum","46.92_-88.026_7101/0/733_1994","7101/0/733","46.920000","-88.026000","1","1","1994"
"1","17.2","Acer saccharum","46.92_-88.026_7101/1/733_1999","7101/1/733","46.920000","-88.026000","1","1","1999"
"1","21.5","Acer saccharum","46.92_-88.026_7101/0/734_1962","7101/0/734","46.920000","-88.026000","1","1","1962"
"1","22","Acer saccharum","46.92_-88.026_7101/0/734_1967","7101/0/734","46.920000","-88.026000","1","1","1967"
"1","22","Acer saccharum","46.92_-88.026_7101/1/734_1989","7101/1/734","46.920000","-88.026000","1","1","1989"
"1","22.3","Acer saccharum","46.92_-88.026_7101/0/736_1962","7101/0/736","46.920000","-88.026000","1","1","1962"
"1","22.8","Acer saccharum","46.92_-88.026_7101/0/736_1967","7101/0/736","46.920000","-88.026000","1","1","1967"
"1","25.5","Acer saccharum","46.92_-88.026_7101/0/736_1989","7101/0/736","46.920000","-88.026000","1","1","1989"
"1","26.2","Acer saccharum","46.92_-88.026_7101/0/736_1994","7101/0/736","46.920000","-88.026000","1","1","1994"
"1","26.7","Acer saccharum","46.92_-88.026_7101/0/736_1999","7101/0/736","46.920000","-88.026000","1","1","1999"
"1","28.3","Acer saccharum","46.92_-88.026_7101/0/736_2009","7101/0/736","46.920000","-88.026000","1","1","2009"
"1","28.5","Acer saccharum","46.92_-88.026_7101/0/736_2004","7101/0/736","46.920000","-88.026000","1","1","2004"
"1","20.8","Acer saccharum","46.92_-88.026_7101/0/737_1962","7101/0/737","46.920000","-88.026000","1","1","1962"
"1","21.3","Acer saccharum","46.92_-88.026_7101/0/737_1967","7101/0/737","46.920000","-88.026000","1","1","1967"
"1","23.7","Acer saccharum","46.92_-88.026_7101/0/737_1989","7101/0/737","46.920000","-88.026000","1","1","1989"
"1","24.4","Acer saccharum","46.92_-88.026_7101/0/737_1994","7101/0/737","46.920000","-88.026000","1","1","1994"
"1","25","Acer saccharum","46.92_-88.026_7101/0/737_1999","7101/0/737","46.920000","-88.026000","1","1","1999"
"1","25.5","Acer saccharum","46.92_-88.026_7101/0/737_2004","7101/0/737","46.920000","-88.026000","1","1","2004"
"1","27","Acer saccharum","46.92_-88.026_7101/0/737_2009","7101/0/737","46.920000","-88.026000","1","1","2009"
"1","48.7","Acer saccharum","46.92_-88.026_7101/0/738_1962","7101/0/738","46.920000","-88.026000","1","1","1962"
"1","50","Acer saccharum","46.92_-88.026_7101/0/738_1967","7101/0/738","46.920000","-88.026000","1","1","1967"
"1","54.9","Acer saccharum","46.92_-88.026_7101/0/738_1989","7101/0/738","46.920000","-88.026000","1","1","1989"
"1","55.7","Acer saccharum","46.92_-88.026_7101/0/738_1994","7101/0/738","46.920000","-88.026000","1","1","1994"
"1","56.7","Acer saccharum","46.92_-88.026_7101/0/738_1999","7101/0/738","46.920000","-88.026000","1","1","1999"
"1","57.5","Acer saccharum","46.92_-88.026_7101/0/738_2004","7101/0/738","46.920000","-88.026000","1","1","2004"
"1","58.5","Acer saccharum","46.92_-88.026_7101/0/738_2009","7101/0/738","46.920000","-88.026000","1","1","2009"
"1","25.1","Acer saccharum","46.92_-88.026_7101/0/739_1962","7101/0/739","46.920000","-88.026000","1","1","1962"
"1","25.9","Acer saccharum","46.92_-88.026_7101/0/739_1967","7101/0/739","46.920000","-88.026000","1","1","1967"
"1","28.5","Acer saccharum","46.92_-88.026_7101/0/739_1989","7101/0/739","46.920000","-88.026000","1","1","1989"
"1","29.2","Acer saccharum","46.92_-88.026_7101/0/739_1994","7101/0/739","46.920000","-88.026000","1","1","1994"
"1","30.3","Acer saccharum","46.92_-88.026_7101/0/739_1999","7101/0/739","46.920000","-88.026000","1","1","1999"
"1","30.5","Acer saccharum","46.92_-88.026_7101/0/739_2004","7101/0/739","46.920000","-88.026000","1","1","2004"
"1","31.2","Acer saccharum","46.92_-88.026_7101/0/739_2009","7101/0/739","46.920000","-88.026000","1","1","2009"
"1","23.6","Acer saccharum","46.92_-88.026_7101/0/740_1962","7101/0/740","46.920000","-88.026000","1","1","1962"
"1","23.8","Acer saccharum","46.92_-88.026_7101/0/740_1967","7101/0/740","46.920000","-88.026000","1","1","1967"
"1","24.6","Acer saccharum","46.92_-88.026_7101/0/740_1989","7101/0/740","46.920000","-88.026000","1","1","1989"
"1","24.7","Acer saccharum","46.92_-88.026_7101/0/740_1994","7101/0/740","46.920000","-88.026000","1","1","1994"
"1","24.9","Acer saccharum","46.92_-88.026_7101/0/740_1999","7101/0/740","46.920000","-88.026000","1","1","1999"
"1","25.1","Acer saccharum","46.92_-88.026_7101/0/740_2004","7101/0/740","46.920000","-88.026000","1","1","2004"
"1","25.4","Acer saccharum","46.92_-88.026_7101/0/740_2009","7101/0/740","46.920000","-88.026000","1","1","2009"
"1","51.8","Acer saccharum","46.92_-88.026_7101/0/741_1962","7101/0/741","46.920000","-88.026000","1","1","1962"
